cell_id,lon,lat,poblacion_dane,vulnerabilidad,indice,nivel
5500138,-76.518147,3.488838,243,0.2,44.68,bajo
5500139,-76.518147,3.490183,382,0.2,50.9,medio
5600010,-76.5168,3.316666,12,0.0,41.69,bajo
5600038,-76.5168,3.354331,279,0.4,59.01,medio
5600040,-76.5168,3.357021,222,0.4,56.62,medio
5600041,-76.5168,3.358366,496,0.4,66.22,medio
5600045,-76.5168,3.363747,305,0.4,58.39,medio
5600048,-76.5168,3.367783,454,0.2,58.74,medio
5600050,-76.5168,3.370473,389,0.2,55.72,medio
5600051,-76.5168,3.371818,645,0.4,66.22,medio
5600052,-76.5168,3.373163,891,0.4,69.75,alto
5600053,-76.5168,3.374508,495,0.4,61.25,medio
5600054,-76.5168,3.375853,425,0.4,58.17,medio
5600055,-76.5168,3.377199,440,0.4,57.94,medio
5600057,-76.5168,3.379889,341,0.2,49.07,medio
5600058,-76.5168,3.381234,43,0.4,38.89,bajo
5600059,-76.5168,3.382579,280,0.4,47.86,bajo
5600060,-76.5168,3.383924,348,0.4,49.19,medio
5600061,-76.5168,3.385269,905,0.4,60.65,medio
5600062,-76.5168,3.386614,362,0.4,46.77,bajo
5600063,-76.5168,3.38796,55,0.29,29.16,bajo
5600065,-76.5168,3.39065,206,0.4,36.28,bajo
5600066,-76.5168,3.391995,427,0.4,43.11,bajo
5600067,-76.5168,3.39334,159,0.4,31.46,bajo
5600068,-76.5168,3.394685,560,0.4,44.36,bajo
5600069,-76.5168,3.39603,245,0.4,31.86,bajo
5600071,-76.5168,3.39872,345,0.8,43.99,bajo
5600072,-76.5168,3.400066,744,0.8,53.88,medio
5600073,-76.5168,3.401411,736,0.8,52.98,medio
5600074,-76.5168,3.402756,1026,0.8,55.99,medio
5600075,-76.5168,3.404101,451,0.8,45.65,bajo
5600076,-76.5168,3.405446,768,0.8,52.63,medio
5600077,-76.5168,3.406791,473,0.8,44.79,bajo
5600078,-76.5168,3.408136,634,0.8,48.37,medio
5600079,-76.5168,3.409481,517,0.8,45.13,bajo
5600080,-76.5168,3.410826,299,0.8,37.82,bajo
5600081,-76.5168,3.412171,321,0.6,31.67,bajo
5600082,-76.5168,3.413516,448,0.6,36.74,bajo
5600083,-76.5168,3.414862,599,0.6,41.77,bajo
5600084,-76.5168,3.416207,534,0.6,41.1,bajo
5600085,-76.5168,3.417552,266,0.6,32.76,bajo
5600086,-76.5168,3.418897,548,0.6,43.09,bajo
5600087,-76.5168,3.420242,518,0.6,42.25,bajo
5600088,-76.5168,3.421587,332,0.6,34.72,bajo
5600089,-76.5168,3.422932,634,0.6,42.56,bajo
5600090,-76.5168,3.424277,273,0.6,29.72,bajo
5600091,-76.5168,3.425622,263,0.6,27.92,bajo
5600094,-76.5168,3.429657,547,0.72,40.11,bajo
5600095,-76.5168,3.431002,543,0.6,34.13,bajo
5600096,-76.5168,3.432347,350,0.6,27.89,bajo
5600097,-76.5168,3.433692,336,0.6,27.66,bajo
5600098,-76.5168,3.435037,719,0.6,39.11,bajo
5600100,-76.5168,3.437728,411,0.6,33.47,bajo
5600101,-76.5168,3.439073,617,0.78,46.78,bajo
5600102,-76.5168,3.440418,406,0.69,41.62,bajo
5600103,-76.5168,3.441763,190,0.6,29.72,bajo
5600104,-76.5168,3.443108,336,0.72,42.23,bajo
5600105,-76.5168,3.444453,287,0.74,41.88,bajo
5600106,-76.5168,3.445798,176,0.6,32.97,bajo
5600107,-76.5168,3.447143,422,0.6,43.51,bajo
5600108,-76.5168,3.448488,368,0.65,47.47,bajo
5600109,-76.5168,3.449833,270,0.8,45.61,bajo
5600110,-76.5168,3.451178,33,0.8,34.85,bajo
5600111,-76.5168,3.452523,8,0.6,26.14,bajo
5600112,-76.5168,3.453868,7,0.8,32.74,bajo
5600114,-76.5168,3.456558,325,0.8,45.3,bajo
5600115,-76.5168,3.457903,215,0.8,40.41,bajo
5600116,-76.5168,3.459248,292,0.8,42.73,bajo
5600117,-76.5168,3.460593,217,0.8,39.52,bajo
5600118,-76.5168,3.461938,30,0.8,30.7,bajo
5600119,-76.5168,3.463283,117,0.8,35.09,bajo
5600120,-76.5168,3.464628,478,0.8,49.46,medio
5600123,-76.5168,3.468663,175,0.8,41.88,bajo
5600124,-76.5168,3.470008,36,1.0,45.01,bajo
5600125,-76.5168,3.471353,80,0.2,26.03,bajo
5600126,-76.5168,3.472698,286,0.2,36.93,bajo
5600127,-76.5168,3.474043,295,0.27,39.69,bajo
5600128,-76.5168,3.475388,95,0.4,35.12,bajo
5600129,-76.5168,3.476733,326,0.4,44.73,bajo
5600131,-76.5168,3.479423,72,0.4,34.13,bajo
5600132,-76.5168,3.480768,270,0.4,43.12,bajo
5600133,-76.5168,3.482113,184,0.4,40.18,bajo
5600134,-76.5168,3.483458,257,0.4,43.84,bajo
5600135,-76.5168,3.484803,56,0.4,35.85,bajo
5600138,-76.5168,3.488838,464,0.2,51.78,medio
5600139,-76.5168,3.490183,468,0.2,53.04,medio
5600140,-76.5168,3.491528,1156,0.2,64.61,medio
5700012,-76.515452,3.319356,98,0.8,63.8,medio
5700037,-76.515452,3.352986,41,0.4,48.89,medio
5700047,-76.515452,3.366437,451,0.4,62.88,medio
5700049,-76.515452,3.369128,957,0.2,68.2,alto
5700050,-76.515452,3.370473,323,0.2,53.4,medio
5700051,-76.515452,3.371818,241,0.2,49.86,medio
5700052,-76.515452,3.373163,1472,0.4,72.07,alto
5700053,-76.515452,3.374508,285,0.4,54.07,medio
5700054,-76.515452,3.375853,86,0.4,44.85,bajo
5700055,-76.515452,3.377199,79,0.24,40.23,bajo
5700056,-76.515452,3.378544,137,0.35,42.65,bajo
5700057,-76.515452,3.379889,763,0.4,64.31,medio
5700058,-76.515452,3.381234,711,0.4,62.3,medio
5700059,-76.515452,3.382579,178,0.4,44.27,bajo
5700060,-76.515452,3.383924,595,0.4,57.23,medio
5700061,-76.515452,3.385269,260,0.4,45.03,bajo
5700062,-76.515452,3.386614,510,0.4,52.35,medio
5700063,-76.515452,3.38796,458,0.4,49.33,medio
5700066,-76.515452,3.391995,227,0.4,36.74,bajo
5700067,-76.515452,3.39334,466,0.4,43.28,bajo
5700068,-76.515452,3.394685,332,0.4,36.68,bajo
5700070,-76.515452,3.397375,187,0.6,31.79,bajo
5700071,-76.515452,3.39872,1096,0.8,58.18,medio
5700072,-76.515452,3.400066,802,0.8,54.66,medio
5700073,-76.515452,3.401411,191,0.8,36.15,bajo
5700074,-76.515452,3.402756,403,0.8,43.8,bajo
5700075,-76.515452,3.404101,668,0.8,51.11,medio
5700076,-76.515452,3.405446,460,0.8,46.02,bajo
5700077,-76.515452,3.406791,402,0.8,43.33,bajo
5700078,-76.515452,3.408136,750,0.8,51.59,medio
5700079,-76.515452,3.409481,228,0.8,35.86,bajo
5700080,-76.515452,3.410826,743,0.8,51.13,medio
5700081,-76.515452,3.412171,404,0.74,41.19,bajo
5700082,-76.515452,3.413516,454,0.6,37.69,bajo
5700083,-76.515452,3.414862,1029,0.6,48.72,medio
5700084,-76.515452,3.416207,363,0.6,36.16,bajo
5700085,-76.515452,3.417552,568,0.6,43.26,bajo
5700086,-76.515452,3.418897,527,0.6,42.77,bajo
5700087,-76.515452,3.420242,341,0.6,36.57,bajo
5700088,-76.515452,3.421587,407,0.6,37.77,bajo
5700089,-76.515452,3.422932,179,0.6,27.77,bajo
5700090,-76.515452,3.424277,804,0.6,44.81,bajo
5700091,-76.515452,3.425622,645,0.6,40.44,bajo
5700092,-76.515452,3.426967,772,0.6,41.55,bajo
5700093,-76.515452,3.428312,751,0.6,40.24,bajo
5700094,-76.515452,3.429657,630,0.6,37.16,bajo
5700095,-76.515452,3.431002,623,0.6,36.64,bajo
5700096,-76.515452,3.432347,680,0.6,37.81,bajo
5700097,-76.515452,3.433692,146,0.6,20.46,bajo
5700099,-76.515452,3.436383,314,0.6,29.14,bajo
5700100,-76.515452,3.437728,485,0.6,36.38,bajo
5700101,-76.515452,3.439073,255,0.6,29.71,bajo
5700102,-76.515452,3.440418,242,0.8,37.77,bajo
5700103,-76.515452,3.441763,193,0.77,35.93,bajo
5700104,-76.515452,3.443108,190,0.74,36.86,bajo
5700105,-76.515452,3.444453,377,0.6,39.72,bajo
5700106,-76.515452,3.445798,522,0.6,45.68,bajo
5700107,-76.515452,3.447143,304,0.6,39.52,bajo
5700108,-76.515452,3.448488,440,0.6,44.95,bajo
5700109,-76.515452,3.449833,250,0.8,44.94,bajo
5700110,-76.515452,3.451178,4,0.6,26.43,bajo
5700114,-76.515452,3.456558,78,0.8,34.83,bajo
5700115,-76.515452,3.457903,189,0.8,39.3,bajo
5700116,-76.515452,3.459248,231,0.8,40.36,bajo
5700117,-76.515452,3.460593,320,0.8,43.37,bajo
5700118,-76.515452,3.461938,85,0.7,31.46,bajo
5700119,-76.515452,3.463283,115,0.6,27.87,bajo
5700120,-76.515452,3.464628,115,0.8,35.47,bajo
5700121,-76.515452,3.465973,313,0.6,37.56,bajo
5700122,-76.515452,3.467318,709,0.6,50.14,medio
5700123,-76.515452,3.468663,603,0.6,49.44,medio
5700124,-76.515452,3.470008,705,0.8,60.43,medio
5700125,-76.515452,3.471353,473,0.93,61.92,medio
5700126,-76.515452,3.472698,89,1.0,51.41,medio
5700127,-76.515452,3.474043,161,0.4,37.44,bajo
5700128,-76.515452,3.475388,176,0.4,37.95,bajo
5700129,-76.515452,3.476733,201,0.4,38.94,bajo
5700130,-76.515452,3.478078,75,0.4,32.95,bajo
5700131,-76.515452,3.479423,289,0.4,42.36,bajo
5700132,-76.515452,3.480768,67,0.4,33.01,bajo
5700133,-76.515452,3.482113,297,0.4,43.5,bajo
5700134,-76.515452,3.483458,286,0.4,43.75,bajo
5700135,-76.515452,3.484803,49,0.2,30.56,bajo
5700136,-76.515452,3.486148,425,0.2,47.09,bajo
5700137,-76.515452,3.487493,357,0.2,46.26,bajo
5700138,-76.515452,3.488838,475,0.2,51.51,medio
5700139,-76.515452,3.490183,219,0.2,43.57,bajo
5800034,-76.514105,3.34895,12,0.4,47.73,bajo
5800038,-76.514105,3.354331,899,0.4,74.86,alto
5800046,-76.514105,3.365092,521,0.4,65.66,medio
5800052,-76.514105,3.373163,136,0.4,48.61,medio
5800053,-76.514105,3.374508,223,0.4,51.95,medio
5800054,-76.514105,3.375853,203,0.4,50.46,medio
5800055,-76.514105,3.377199,176,0.4,48.56,medio
5800056,-76.514105,3.378544,387,0.4,55.95,medio
5800058,-76.514105,3.381234,252,0.4,49.12,medio
5800059,-76.514105,3.382579,270,0.3,45.07,bajo
5800060,-76.514105,3.383924,246,0.4,46.44,bajo
5800061,-76.514105,3.385269,603,0.34,53.49,medio
5800062,-76.514105,3.386614,201,0.39,39.03,bajo
5800063,-76.514105,3.38796,297,0.35,41.38,bajo
5800067,-76.514105,3.39334,150,0.4,31.29,bajo
5800069,-76.514105,3.39603,356,0.6,40.18,bajo
5800070,-76.514105,3.397375,653,0.68,52.14,medio
5800071,-76.514105,3.39872,735,0.65,52.2,medio
5800072,-76.514105,3.400066,517,0.8,48.55,medio
5800073,-76.514105,3.401411,335,0.8,41.69,bajo
5800074,-76.514105,3.402756,628,0.8,50.31,medio
5800075,-76.514105,3.404101,625,0.8,50.24,medio
5800076,-76.514105,3.405446,269,0.8,39.24,bajo
5800077,-76.514105,3.406791,328,0.8,41.76,bajo
5800078,-76.514105,3.408136,539,0.8,48.11,bajo
5800079,-76.514105,3.409481,660,0.8,50.67,medio
5800080,-76.514105,3.410826,558,0.8,48.27,bajo
5800081,-76.514105,3.412171,787,0.8,53.22,medio
5800084,-76.514105,3.416207,725,0.6,46.66,bajo
5800085,-76.514105,3.417552,650,0.6,45.74,bajo
5800086,-76.514105,3.418897,830,0.6,48.98,medio
5800087,-76.514105,3.420242,256,0.6,33.16,bajo
5800088,-76.514105,3.421587,695,0.6,45.84,bajo
5800089,-76.514105,3.422932,340,0.6,34.61,bajo
5800090,-76.514105,3.424277,344,0.6,33.48,bajo
5800091,-76.514105,3.425622,835,0.6,44.53,bajo
5800092,-76.514105,3.426967,684,0.6,40.87,bajo
5800093,-76.514105,3.428312,1228,0.6,44.97,bajo
5800095,-76.514105,3.431002,733,0.6,39.81,bajo
5800096,-76.514105,3.432347,102,0.6,19.13,bajo
5800097,-76.514105,3.433692,664,0.6,38.9,bajo
5800098,-76.514105,3.435037,145,0.6,22.02,bajo
5800099,-76.514105,3.436383,153,0.6,23.38,bajo
5800100,-76.514105,3.437728,301,0.61,35.13,bajo
5800101,-76.514105,3.439073,156,0.6,26.09,bajo
5800102,-76.514105,3.440418,112,0.8,32.59,bajo
5800103,-76.514105,3.441763,499,0.7,46.78,bajo
5800104,-76.514105,3.443108,214,0.6,32.8,bajo
5800105,-76.514105,3.444453,426,0.6,41.73,bajo
5800106,-76.514105,3.445798,236,0.6,35.93,bajo
5800107,-76.514105,3.447143,339,0.6,41.03,bajo
5800108,-76.514105,3.448488,353,0.6,42.24,bajo
5800109,-76.514105,3.449833,262,0.8,45.45,bajo
5800110,-76.514105,3.451178,114,0.8,38.82,bajo
5800112,-76.514105,3.453868,19,0.8,33.51,bajo
5800114,-76.514105,3.456558,131,0.83,41.68,bajo
5800116,-76.514105,3.459248,187,0.8,38.9,bajo
5800117,-76.514105,3.460593,129,0.8,35.8,bajo
5800118,-76.514105,3.461938,212,0.75,37.81,bajo
5800119,-76.514105,3.463283,209,0.68,37.33,bajo
5800122,-76.514105,3.467318,315,0.6,39.3,bajo
5800123,-76.514105,3.468663,162,0.6,34.53,bajo
5800124,-76.514105,3.470008,41,0.6,30.81,bajo
5800125,-76.514105,3.471353,1004,0.78,64.99,medio
5800126,-76.514105,3.472698,762,0.81,69.67,alto
5800127,-76.514105,3.474043,86,0.8,44.78,bajo
5800128,-76.514105,3.475388,107,0.4,34.0,bajo
5800129,-76.514105,3.476733,229,0.4,39.18,bajo
5800130,-76.514105,3.478078,268,0.4,40.42,bajo
5800131,-76.514105,3.479423,510,0.4,48.96,medio
5800132,-76.514105,3.480768,378,0.4,44.88,bajo
5800133,-76.514105,3.482113,249,0.4,40.6,bajo
5800135,-76.514105,3.484803,130,0.2,33.22,bajo
5800136,-76.514105,3.486148,286,0.2,41.16,bajo
5800137,-76.514105,3.487493,199,0.2,39.26,bajo
5800138,-76.514105,3.488838,329,0.2,45.66,bajo
5800139,-76.514105,3.490183,147,0.2,39.59,bajo
5900034,-76.512757,3.34895,69,0.4,50.65,medio
5900067,-76.512757,3.39334,90,0.8,40.33,bajo
5900068,-76.512757,3.394685,677,0.6,51.47,medio
5900069,-76.512757,3.39603,1089,0.6,54.54,medio
5900070,-76.512757,3.397375,489,0.6,43.4,bajo
5900071,-76.512757,3.39872,1024,0.6,51.18,medio
5900072,-76.512757,3.400066,416,0.66,43.38,bajo
5900073,-76.512757,3.401411,423,0.8,45.18,bajo
5900074,-76.512757,3.402756,462,0.8,46.15,bajo
5900075,-76.512757,3.404101,705,0.8,52.27,medio
5900076,-76.512757,3.405446,901,0.8,55.53,medio
5900077,-76.512757,3.406791,956,0.8,56.62,medio
5900078,-76.512757,3.408136,384,0.8,44.5,bajo
5900079,-76.512757,3.409481,713,0.8,53.04,medio
5900080,-76.512757,3.410826,572,0.8,49.85,medio
5900081,-76.512757,3.412171,575,0.8,50.15,medio
5900082,-76.512757,3.413516,571,0.8,50.27,medio
5900083,-76.512757,3.414862,181,0.8,37.21,bajo
5900084,-76.512757,3.416207,195,0.6,31.23,bajo
5900085,-76.512757,3.417552,319,0.6,35.29,bajo
5900086,-76.512757,3.418897,882,0.6,48.65,medio
5900087,-76.512757,3.420242,517,0.6,41.29,bajo
5900088,-76.512757,3.421587,479,0.6,40.12,bajo
5900089,-76.512757,3.422932,552,0.6,42.28,bajo
5900090,-76.512757,3.424277,788,0.61,50.21,medio
5900091,-76.512757,3.425622,534,0.6,39.49,bajo
5900092,-76.512757,3.426967,656,0.6,41.39,bajo
5900093,-76.512757,3.428312,206,0.6,26.08,bajo
5900095,-76.512757,3.431002,192,0.6,24.67,bajo
5900096,-76.512757,3.432347,730,0.6,41.06,bajo
5900097,-76.512757,3.433692,386,0.6,32.31,bajo
5900098,-76.512757,3.435037,900,0.6,44.48,bajo
5900099,-76.512757,3.436383,359,0.6,32.95,bajo
5900100,-76.512757,3.437728,331,0.6,32.94,bajo
5900101,-76.512757,3.439073,405,0.8,43.81,bajo
5900102,-76.512757,3.440418,150,0.8,34.85,bajo
5900103,-76.512757,3.441763,224,0.69,37.2,bajo
5900104,-76.512757,3.443108,471,0.68,47.25,bajo
5900105,-76.512757,3.444453,220,0.6,34.7,bajo
5900106,-76.512757,3.445798,224,0.6,35.95,bajo
5900107,-76.512757,3.447143,166,0.6,34.48,bajo
5900108,-76.512757,3.448488,398,0.65,48.39,medio
5900111,-76.512757,3.452523,40,0.6,28.36,bajo
5900113,-76.512757,3.455213,485,0.8,52.17,medio
5900116,-76.512757,3.459248,336,0.8,45.36,bajo
5900117,-76.512757,3.460593,198,0.8,39.72,bajo
5900118,-76.512757,3.461938,98,0.77,33.37,bajo
5900119,-76.512757,3.463283,148,0.8,37.32,bajo
5900121,-76.512757,3.465973,24,0.6,26.06,bajo
5900123,-76.512757,3.468663,21,0.6,28.66,bajo
5900124,-76.512757,3.470008,352,0.6,44.74,bajo
5900125,-76.512757,3.471353,931,0.6,59.52,medio
5900126,-76.512757,3.472698,476,0.65,57.02,medio
5900127,-76.512757,3.474043,766,0.8,66.23,medio
5900128,-76.512757,3.475388,246,0.9,55.56,medio
5900130,-76.512757,3.478078,308,0.4,41.13,bajo
5900131,-76.512757,3.479423,267,0.4,39.55,bajo
5900132,-76.512757,3.480768,156,0.4,35.12,bajo
5900133,-76.512757,3.482113,247,0.4,39.58,bajo
5900134,-76.512757,3.483458,69,0.4,32.38,bajo
5900135,-76.512757,3.484803,39,0.4,32.11,bajo
5900136,-76.512757,3.486148,52,0.2,30.05,bajo
5900137,-76.512757,3.487493,358,0.2,44.71,bajo
5900138,-76.512757,3.488838,232,0.2,41.36,bajo
5900139,-76.512757,3.490183,481,0.33,52.42,medio
6000037,-76.51141,3.352986,20,0.4,48.13,bajo
6000047,-76.51141,3.366437,239,0.4,55.61,medio
6000050,-76.51141,3.370473,745,0.4,69.24,alto
6000058,-76.51141,3.381234,624,0.8,73.11,alto
6000059,-76.51141,3.382579,253,0.8,60.22,medio
6000060,-76.51141,3.383924,294,0.8,60.69,medio
6000066,-76.51141,3.391995,495,1.0,65.96,medio
6000067,-76.51141,3.39334,291,0.8,49.48,medio
6000068,-76.51141,3.394685,608,0.75,55.79,medio
6000069,-76.51141,3.39603,1071,0.6,55.18,medio
6000070,-76.51141,3.397375,911,0.6,52.45,medio
6000071,-76.51141,3.39872,380,0.6,39.3,bajo
6000072,-76.51141,3.400066,931,0.6,50.38,medio
6000073,-76.51141,3.401411,378,0.65,41.9,bajo
6000074,-76.51141,3.402756,458,0.8,46.85,bajo
6000075,-76.51141,3.404101,566,0.8,50.0,medio
6000076,-76.51141,3.405446,215,0.8,38.32,bajo
6000077,-76.51141,3.406791,567,0.8,50.86,medio
6000078,-76.51141,3.408136,950,0.8,57.9,medio
6000079,-76.51141,3.409481,276,0.8,41.56,bajo
6000080,-76.51141,3.410826,969,0.8,57.68,medio
6000081,-76.51141,3.412171,534,0.8,50.31,medio
6000082,-76.51141,3.413516,853,0.8,56.68,medio
6000083,-76.51141,3.414862,737,0.8,54.58,medio
6000085,-76.51141,3.417552,959,0.6,48.9,medio
6000086,-76.51141,3.418897,439,0.6,38.02,bajo
6000087,-76.51141,3.420242,213,0.6,29.51,bajo
6000088,-76.51141,3.421587,842,0.6,46.95,bajo
6000089,-76.51141,3.422932,518,0.6,40.54,bajo
6000090,-76.51141,3.424277,389,0.6,36.7,bajo
6000091,-76.51141,3.425622,909,0.8,54.51,medio
6000092,-76.51141,3.426967,739,0.8,51.2,medio
6000093,-76.51141,3.428312,763,0.8,50.91,medio
6000094,-76.51141,3.429657,385,0.6,33.63,bajo
6000095,-76.51141,3.431002,84,0.6,21.01,bajo
6000097,-76.51141,3.433692,486,0.6,37.0,bajo
6000098,-76.51141,3.435037,237,0.6,28.71,bajo
6000099,-76.51141,3.436383,359,0.6,34.21,bajo
6000100,-76.51141,3.437728,553,0.6,41.38,bajo
6000101,-76.51141,3.439073,552,0.65,46.6,bajo
6000102,-76.51141,3.440418,372,0.8,44.56,bajo
6000103,-76.51141,3.441763,418,0.69,44.95,bajo
6000104,-76.51141,3.443108,407,0.6,41.08,bajo
6000105,-76.51141,3.444453,174,0.6,33.16,bajo
6000106,-76.51141,3.445798,147,0.6,32.88,bajo
6000107,-76.51141,3.447143,433,0.6,45.01,bajo
6000108,-76.51141,3.448488,737,0.6,53.13,medio
6000109,-76.51141,3.449833,197,0.6,36.57,bajo
6000110,-76.51141,3.451178,366,0.6,42.82,bajo
6000111,-76.51141,3.452523,115,0.77,37.47,bajo
6000116,-76.51141,3.459248,270,0.8,43.76,bajo
6000117,-76.51141,3.460593,106,0.66,33.87,bajo
6000119,-76.51141,3.463283,78,0.8,35.23,bajo
6000120,-76.51141,3.464628,35,0.8,33.8,bajo
6000121,-76.51141,3.465973,17,0.6,26.77,bajo
6000124,-76.51141,3.470008,300,0.6,43.64,bajo
6000125,-76.51141,3.471353,512,0.62,56.6,medio
6000126,-76.51141,3.472698,385,0.62,53.83,medio
6000127,-76.51141,3.474043,274,0.8,52.1,medio
6000128,-76.51141,3.475388,627,0.8,62.71,medio
6000129,-76.51141,3.476733,946,0.86,71.42,alto
6000131,-76.51141,3.479423,244,0.4,38.12,bajo
6000132,-76.51141,3.480768,437,0.4,45.3,bajo
6000133,-76.51141,3.482113,167,0.4,35.47,bajo
6000134,-76.51141,3.483458,542,0.4,49.88,medio
6000135,-76.51141,3.484803,1083,0.4,58.93,medio
6000136,-76.51141,3.486148,57,0.4,33.72,bajo
6000137,-76.51141,3.487493,37,0.4,34.42,bajo
6000138,-76.51141,3.488838,378,0.4,50.34,medio
6000139,-76.51141,3.490183,66,0.6,43.62,bajo
6100035,-76.510062,3.350295,22,0.4,48.48,medio
6100049,-76.510062,3.369128,1046,0.4,73.06,alto
6100050,-76.510062,3.370473,1369,0.4,73.49,alto
6100056,-76.510062,3.378544,458,0.8,70.6,alto
6100057,-76.510062,3.379889,1066,0.8,80.18,alto
6100060,-76.510062,3.383924,928,0.8,76.22,alto
6100065,-76.510062,3.39065,876,1.0,75.74,alto
6100066,-76.510062,3.391995,782,1.0,72.91,alto
6100067,-76.510062,3.39334,1149,0.98,72.02,alto
6100068,-76.510062,3.394685,493,0.8,55.56,medio
6100069,-76.510062,3.39603,550,0.77,53.74,medio
6100070,-76.510062,3.397375,1199,0.6,55.16,medio
6100071,-76.510062,3.39872,711,0.6,49.39,medio
6100072,-76.510062,3.400066,410,0.6,40.56,bajo
6100073,-76.510062,3.401411,384,0.6,38.89,bajo
6100074,-76.510062,3.402756,422,0.68,44.18,bajo
6100075,-76.510062,3.404101,792,0.8,55.75,medio
6100076,-76.510062,3.405446,530,0.8,50.44,medio
6100077,-76.510062,3.406791,724,0.8,54.79,medio
6100078,-76.510062,3.408136,529,0.8,49.99,medio
6100079,-76.510062,3.409481,734,0.8,54.48,medio
6100080,-76.510062,3.410826,346,0.8,43.98,bajo
6100081,-76.510062,3.412171,873,0.8,56.91,medio
6100082,-76.510062,3.413516,436,0.8,47.19,bajo
6100083,-76.510062,3.414862,806,0.8,54.88,medio
6100084,-76.510062,3.416207,918,0.8,55.22,medio
6100085,-76.510062,3.417552,112,0.8,31.67,bajo
6100086,-76.510062,3.418897,123,1.0,38.78,bajo
6100087,-76.510062,3.420242,490,0.71,42.93,bajo
6100088,-76.510062,3.421587,295,0.6,31.68,bajo
6100089,-76.510062,3.422932,1084,0.69,52.67,medio
6100090,-76.510062,3.424277,611,0.67,46.72,bajo
6100091,-76.510062,3.425622,537,0.8,48.17,bajo
6100092,-76.510062,3.426967,357,0.8,42.31,bajo
6100093,-76.510062,3.428312,573,0.8,48.45,medio
6100094,-76.510062,3.429657,837,0.77,51.04,medio
6100095,-76.510062,3.431002,372,0.8,41.41,bajo
6100096,-76.510062,3.432347,374,0.8,41.5,bajo
6100097,-76.510062,3.433692,252,0.8,37.28,bajo
6100098,-76.510062,3.435037,924,0.67,51.82,medio
6100099,-76.510062,3.436383,208,0.6,29.61,bajo
6100100,-76.510062,3.437728,228,0.6,31.18,bajo
6100101,-76.510062,3.439073,1099,0.6,50.97,medio
6100102,-76.510062,3.440418,574,0.6,44.81,bajo
6100103,-76.510062,3.441763,374,0.6,39.5,bajo
6100104,-76.510062,3.443108,490,0.6,44.39,bajo
6100105,-76.510062,3.444453,402,0.6,42.53,bajo
6100106,-76.510062,3.445798,588,0.6,49.17,medio
6100107,-76.510062,3.447143,446,0.6,45.98,bajo
6100108,-76.510062,3.448488,581,0.6,50.27,medio
6100109,-76.510062,3.449833,40,0.6,29.68,bajo
6100110,-76.510062,3.451178,158,0.6,34.87,bajo
6100111,-76.510062,3.452523,233,0.8,45.01,bajo
6100112,-76.510062,3.453868,8,0.6,27.49,bajo
6100113,-76.510062,3.455213,395,0.69,48.03,bajo
6100115,-76.510062,3.457903,169,0.79,39.04,bajo
6100117,-76.510062,3.460593,169,0.6,33.58,bajo
6100118,-76.510062,3.461938,322,0.6,39.72,bajo
6100119,-76.510062,3.463283,368,0.6,41.76,bajo
6100120,-76.510062,3.464628,410,0.6,43.84,bajo
6100122,-76.510062,3.467318,9,0.6,28.96,bajo
6100125,-76.510062,3.471353,488,0.8,59.83,medio
6100126,-76.510062,3.472698,130,0.8,46.53,bajo
6100127,-76.510062,3.474043,561,0.78,59.68,medio
6100128,-76.510062,3.475388,635,0.74,60.66,medio
6100129,-76.510062,3.476733,494,0.75,56.62,medio
6100130,-76.510062,3.478078,161,0.89,50.19,medio
6100131,-76.510062,3.479423,73,0.95,46.53,bajo
6100132,-76.510062,3.480768,95,0.4,31.57,bajo
6100133,-76.510062,3.482113,446,0.4,45.86,bajo
6100134,-76.510062,3.483458,873,0.4,55.96,medio
6100135,-76.510062,3.484803,255,0.6,45.69,bajo
6100136,-76.510062,3.486148,324,0.45,45.08,bajo
6100137,-76.510062,3.487493,251,0.4,43.88,bajo
6200036,-76.508715,3.351641,24,0.4,48.54,medio
6200047,-76.508715,3.366437,28,0.4,46.29,bajo
6200056,-76.508715,3.378544,266,0.8,64.03,medio
6200057,-76.508715,3.379889,716,0.8,76.62,alto
6200064,-76.508715,3.389305,293,1.0,63.06,medio
6200065,-76.508715,3.39065,1108,1.0,78.04,alto
6200066,-76.508715,3.391995,618,1.0,70.37,alto
6200067,-76.508715,3.39334,1087,1.0,74.83,alto
6200068,-76.508715,3.394685,380,0.8,52.83,medio
6200069,-76.508715,3.39603,668,0.75,57.35,medio
6200070,-76.508715,3.397375,258,0.8,45.4,bajo
6200071,-76.508715,3.39872,890,0.63,57.3,medio
6200072,-76.508715,3.400066,314,0.59,34.13,bajo
6200073,-76.508715,3.401411,525,0.6,44.85,bajo
6200074,-76.508715,3.402756,910,0.6,51.63,medio
6200075,-76.508715,3.404101,372,0.8,45.76,bajo
6200076,-76.508715,3.405446,743,0.8,54.77,medio
6200077,-76.508715,3.406791,535,0.8,49.51,medio
6200078,-76.508715,3.408136,526,0.8,48.91,medio
6200079,-76.508715,3.409481,945,0.8,56.31,medio
6200080,-76.508715,3.410826,767,0.8,54.2,medio
6200081,-76.508715,3.412171,404,0.8,45.54,bajo
6200082,-76.508715,3.413516,680,0.8,52.88,medio
6200083,-76.508715,3.414862,711,0.8,52.26,medio
6200085,-76.508715,3.417552,593,0.8,47.84,bajo
6200086,-76.508715,3.418897,278,0.8,37.03,bajo
