cell_id,lon,lat,poblacion_dane,vulnerabilidad,indice,nivel
121,-76.592258,3.465973,70,1.0,67.68,medio
123,-76.592258,3.468663,91,1.0,68.75,alto
100122,-76.590911,3.467318,27,1.0,65.55,medio
200120,-76.589563,3.464628,610,1.0,87.29,alto
200121,-76.589563,3.465973,444,1.0,82.61,alto
300118,-76.588216,3.461938,56,1.0,66.9,medio
300119,-76.588216,3.463283,536,1.0,85.48,alto
300120,-76.588216,3.464628,306,1.0,77.75,alto
400117,-76.586868,3.460593,170,1.0,72.11,alto
400118,-76.586868,3.461938,396,1.0,80.98,alto
400119,-76.586868,3.463283,225,1.0,74.57,alto
400120,-76.586868,3.464628,74,1.0,67.62,medio
500116,-76.585521,3.459248,172,1.0,72.16,alto
500117,-76.585521,3.460593,50,1.0,66.44,medio
500118,-76.585521,3.461938,303,1.0,77.52,alto
600115,-76.584173,3.457903,274,1.0,76.24,alto
600116,-76.584173,3.459248,408,1.0,81.26,alto
700114,-76.582826,3.456558,306,1.0,77.4,alto
700116,-76.582826,3.459248,22,1.0,64.95,medio
800114,-76.581478,3.456558,272,1.0,75.92,alto
900114,-76.580131,3.456558,50,1.0,65.98,medio
1000112,-76.578784,3.453868,684,1.0,87.83,alto
1000113,-76.578784,3.455213,731,1.0,88.87,alto
1000114,-76.578784,3.456558,84,1.0,67.43,medio
1000115,-76.578784,3.457903,294,1.0,76.57,alto
1100111,-76.577436,3.452523,30,1.0,64.23,medio
1100112,-76.577436,3.453868,428,1.0,80.7,alto
1100113,-76.577436,3.455213,332,1.0,77.46,alto
1100114,-76.577436,3.456558,551,1.0,84.83,alto
1100116,-76.577436,3.459248,84,1.0,67.42,medio
1200109,-76.576089,3.449833,64,1.0,65.3,medio
1200111,-76.576089,3.452523,108,1.0,67.67,medio
1200113,-76.576089,3.455213,347,1.0,77.79,alto
1200114,-76.576089,3.456558,707,1.0,87.96,alto
1300112,-76.574741,3.453868,499,1.0,82.43,alto
1300113,-76.574741,3.455213,702,1.0,87.37,alto
1300114,-76.574741,3.456558,776,1.0,88.86,alto
1300115,-76.574741,3.457903,340,1.0,77.43,alto
1400111,-76.573394,3.452523,997,1.0,90.57,alto
1400112,-76.573394,3.453868,405,1.0,79.05,alto
1500081,-76.572046,3.412171,120,1.0,67.43,medio
1500112,-76.572046,3.453868,448,1.0,80.1,alto
1500113,-76.572046,3.455213,634,1.0,85.34,alto
1600081,-76.570699,3.412171,378,0.96,76.88,alto
1600082,-76.570699,3.413516,37,1.0,62.94,medio
1600084,-76.570699,3.416207,169,1.0,68.79,alto
1600110,-76.570699,3.451178,116,1.0,66.52,medio
1600111,-76.570699,3.452523,390,0.8,70.51,alto
1600112,-76.570699,3.453868,145,1.0,67.98,medio
1600114,-76.570699,3.456558,103,1.0,66.45,medio
1700063,-76.569351,3.38796,27,1.0,64.9,medio
1700079,-76.569351,3.409481,64,1.0,64.25,medio
1700111,-76.569351,3.452523,356,0.8,68.95,alto
1700112,-76.569351,3.453868,756,1.0,86.89,alto
1700113,-76.569351,3.455213,437,1.0,79.15,alto
1700114,-76.569351,3.456558,136,1.0,67.6,medio
1800075,-76.568004,3.404101,99,0.8,59.09,medio
1800078,-76.568004,3.408136,16,0.6,44.95,bajo
1800079,-76.568004,3.409481,32,0.8,55.09,medio
1800083,-76.568004,3.414862,75,0.8,56.51,medio
1800085,-76.568004,3.417552,127,1.0,66.03,medio
1800088,-76.568004,3.421587,107,1.0,64.88,medio
1800089,-76.568004,3.422932,18,1.0,60.5,medio
1800090,-76.568004,3.424277,78,1.0,63.37,medio
1800110,-76.568004,3.451178,293,0.8,65.87,medio
1800111,-76.568004,3.452523,338,0.8,67.74,medio
1800112,-76.568004,3.453868,775,1.0,86.77,alto
1800113,-76.568004,3.455213,481,1.0,80.25,alto
1800114,-76.568004,3.456558,64,1.0,63.92,medio
1900060,-76.566656,3.383924,35,1.0,65.49,medio
1900061,-76.566656,3.385269,67,1.0,66.81,medio
1900079,-76.566656,3.409481,382,0.87,75.36,alto
1900080,-76.566656,3.410826,87,1.0,64.46,medio
1900084,-76.566656,3.416207,390,1.0,76.31,alto
1900085,-76.566656,3.417552,455,1.0,78.32,alto
1900086,-76.566656,3.418897,267,1.0,71.41,alto
1900087,-76.566656,3.420242,508,1.0,79.79,alto
1900088,-76.566656,3.421587,345,1.0,74.24,alto
1900089,-76.566656,3.422932,208,1.0,68.87,alto
1900109,-76.566656,3.449833,16,1.0,60.09,medio
1900110,-76.566656,3.451178,168,1.0,67.45,medio
1900111,-76.566656,3.452523,214,0.8,62.46,medio
1900112,-76.566656,3.453868,721,1.0,85.44,alto
1900113,-76.566656,3.455213,700,1.0,85.21,alto
2000059,-76.565309,3.382579,67,1.0,67.01,medio
2000060,-76.565309,3.383924,93,1.0,68.14,alto
2000063,-76.565309,3.38796,28,1.0,64.46,medio
2000065,-76.565309,3.39065,258,1.0,74.41,alto
2000077,-76.565309,3.406791,330,0.0,49.11,medio
2000080,-76.565309,3.410826,44,1.0,62.13,medio
2000084,-76.565309,3.416207,840,1.0,86.49,alto
2000085,-76.565309,3.417552,491,1.0,78.99,alto
2000086,-76.565309,3.418897,702,1.0,83.91,alto
2000087,-76.565309,3.420242,424,1.0,76.5,alto
2000088,-76.565309,3.421587,241,1.0,69.77,alto
2000089,-76.565309,3.422932,312,1.0,72.37,alto
2000090,-76.565309,3.424277,59,1.0,61.45,medio
2000107,-76.565309,3.447143,523,1.0,79.37,alto
2000109,-76.565309,3.449833,181,1.0,67.4,medio
2000110,-76.565309,3.451178,351,1.0,74.34,alto
2000111,-76.565309,3.452523,1056,0.8,80.98,alto
2000112,-76.565309,3.453868,1143,0.95,88.11,alto
2000113,-76.565309,3.455213,394,1.0,76.59,alto
2100058,-76.563961,3.381234,113,1.0,69.33,alto
2100059,-76.563961,3.382579,107,1.0,68.87,alto
2100060,-76.563961,3.383924,27,1.0,64.81,medio
2100061,-76.563961,3.385269,313,1.0,77.14,alto
2100063,-76.563961,3.38796,175,1.0,71.23,alto
2100064,-76.563961,3.389305,254,1.0,74.3,alto
2100066,-76.563961,3.391995,59,1.0,65.12,medio
2100078,-76.563961,3.408136,58,0.2,38.58,bajo
2100079,-76.563961,3.409481,270,0.2,47.64,bajo
2100080,-76.563961,3.410826,157,0.2,42.69,bajo
2100081,-76.563961,3.412171,391,0.84,74.02,alto
2100082,-76.563961,3.413516,408,1.0,76.35,alto
2100083,-76.563961,3.414862,733,0.93,83.33,alto
2100084,-76.563961,3.416207,899,1.0,86.67,alto
2100085,-76.563961,3.417552,636,1.0,82.25,alto
2100086,-76.563961,3.418897,303,1.0,71.87,alto
2100087,-76.563961,3.420242,309,1.0,71.94,alto
2100088,-76.563961,3.421587,460,1.0,77.15,alto
2100089,-76.563961,3.422932,379,1.0,74.32,alto
2100090,-76.563961,3.424277,113,1.0,63.5,medio
2100109,-76.563961,3.449833,324,1.0,72.27,alto
2100110,-76.563961,3.451178,656,0.88,80.91,alto
2100112,-76.563961,3.453868,904,0.84,85.0,alto
2100113,-76.563961,3.455213,438,1.0,77.41,alto
2200055,-76.562614,3.377199,18,1.0,65.13,medio
2200056,-76.562614,3.378544,65,1.0,67.32,medio
2200057,-76.562614,3.379889,338,1.0,78.71,alto
2200058,-76.562614,3.381234,372,1.0,79.75,alto
2200059,-76.562614,3.382579,245,1.0,74.89,alto
2200060,-76.562614,3.383924,480,1.0,83.01,alto
2200061,-76.562614,3.385269,146,1.0,70.01,alto
2200062,-76.562614,3.386614,76,1.0,66.57,medio
2200063,-76.562614,3.38796,522,1.0,83.6,alto
2200064,-76.562614,3.389305,539,1.0,83.83,alto
2200065,-76.562614,3.39065,497,1.0,82.42,alto
2200066,-76.562614,3.391995,404,1.0,79.15,alto
2200067,-76.562614,3.39334,511,1.0,82.44,alto
2200068,-76.562614,3.394685,104,1.0,66.64,medio
2200078,-76.562614,3.408136,107,0.2,40.39,bajo
2200081,-76.562614,3.412171,243,1.0,70.06,alto
2200082,-76.562614,3.413516,623,1.0,82.07,alto
2200083,-76.562614,3.414862,470,0.97,76.67,alto
2200084,-76.562614,3.416207,716,1.0,83.55,alto
2200085,-76.562614,3.417552,1363,1.0,88.02,alto
2200086,-76.562614,3.418897,754,1.0,83.87,alto
2200087,-76.562614,3.420242,644,1.0,81.63,alto
2200088,-76.562614,3.421587,611,1.0,80.74,alto
2200089,-76.562614,3.422932,263,1.0,69.41,alto
2200090,-76.562614,3.424277,361,1.0,73.14,alto
2200110,-76.562614,3.451178,741,0.8,75.56,alto
2200111,-76.562614,3.452523,841,0.83,83.0,alto
2200112,-76.562614,3.453868,808,0.93,83.87,alto
2200113,-76.562614,3.455213,669,1.0,83.1,alto
2200114,-76.562614,3.456558,29,1.0,60.51,medio
2300056,-76.561266,3.378544,534,1.0,85.35,alto
2300057,-76.561266,3.379889,760,1.0,90.03,alto
2300058,-76.561266,3.381234,631,1.0,87.35,alto
2300060,-76.561266,3.383924,286,1.0,76.03,alto
2300061,-76.561266,3.385269,173,1.0,71.23,alto
2300062,-76.561266,3.386614,613,1.0,85.96,alto
2300063,-76.561266,3.38796,725,1.0,88.04,alto
2300064,-76.561266,3.389305,601,1.0,85.18,alto
2300065,-76.561266,3.39065,694,1.0,86.95,alto
2300066,-76.561266,3.391995,161,1.0,69.44,alto
2300067,-76.561266,3.39334,448,1.0,80.2,alto
2300068,-76.561266,3.394685,100,1.0,66.26,medio
2300081,-76.561266,3.412171,499,0.2,54.11,medio
2300082,-76.561266,3.413516,139,0.8,56.88,medio
2300083,-76.561266,3.414862,389,0.86,72.42,alto
2300084,-76.561266,3.416207,811,1.0,84.68,alto
2300085,-76.561266,3.417552,1267,1.0,87.33,alto
2300086,-76.561266,3.418897,599,1.0,80.01,alto
2300087,-76.561266,3.420242,586,1.0,79.67,alto
2300088,-76.561266,3.421587,530,1.0,78.01,alto
2300089,-76.561266,3.422932,586,1.0,79.4,alto
2300090,-76.561266,3.424277,170,1.0,64.74,medio
2300109,-76.561266,3.449833,1080,1.0,85.48,alto
2300110,-76.561266,3.451178,154,1.0,63.74,medio
2300111,-76.561266,3.452523,285,0.98,68.54,alto
2300112,-76.561266,3.453868,873,0.85,82.92,alto
2300113,-76.561266,3.455213,323,0.99,71.02,alto
2300114,-76.561266,3.456558,898,1.0,86.48,alto
2300115,-76.561266,3.457903,1211,0.6,71.37,alto
2400052,-76.559919,3.373163,18,1.0,65.56,medio
2400053,-76.559919,3.374508,373,1.0,80.66,alto
2400054,-76.559919,3.375853,169,1.0,72.42,alto
2400055,-76.559919,3.377199,645,1.0,88.23,alto
2400056,-76.559919,3.378544,578,1.0,86.55,alto
2400057,-76.559919,3.379889,505,1.0,84.29,alto
2400058,-76.559919,3.381234,166,1.0,71.46,alto
2400059,-76.559919,3.382579,600,1.0,86.26,alto
2400060,-76.559919,3.383924,796,1.0,89.99,alto
2400061,-76.559919,3.385269,481,1.0,82.54,alto
2400062,-76.559919,3.386614,457,1.0,81.49,alto
2400063,-76.559919,3.38796,706,1.0,87.5,alto
2400064,-76.559919,3.389305,795,1.0,88.97,alto
2400065,-76.559919,3.39065,550,1.0,83.67,alto
2400066,-76.559919,3.391995,756,1.0,87.8,alto
2400068,-76.559919,3.394685,714,0.85,84.2,alto
2400079,-76.559919,3.409481,83,0.4,41.41,bajo
2400083,-76.559919,3.414862,555,0.87,76.98,alto
2400084,-76.559919,3.416207,649,0.9,79.05,alto
2400085,-76.559919,3.417552,699,0.92,79.83,alto
2400086,-76.559919,3.418897,693,1.0,81.3,alto
2400087,-76.559919,3.420242,580,1.0,78.72,alto
2400088,-76.559919,3.421587,320,1.0,70.09,alto
2400089,-76.559919,3.422932,380,1.0,72.2,alto
2400090,-76.559919,3.424277,37,1.0,57.7,medio
2400111,-76.559919,3.452523,281,0.8,60.51,medio
2400112,-76.559919,3.453868,661,0.8,72.77,alto
2400113,-76.559919,3.455213,779,0.91,81.62,alto
2400114,-76.559919,3.456558,1008,1.0,86.61,alto
2400115,-76.559919,3.457903,54,0.8,52.97,medio
2400118,-76.559919,3.461938,450,0.62,69.09,alto
2500037,-76.558571,3.352986,209,0.0,49.07,medio
2500040,-76.558571,3.357021,13,0.0,39.76,bajo
2500042,-76.558571,3.359712,45,0.0,41.36,bajo
2500050,-76.558571,3.370473,49,1.0,67.31,medio
2500053,-76.558571,3.374508,516,1.0,85.38,alto
2500054,-76.558571,3.375853,614,1.0,87.7,alto
2500055,-76.558571,3.377199,777,1.0,90.68,alto
2500056,-76.558571,3.378544,846,1.0,91.46,alto
2500057,-76.558571,3.379889,76,1.0,67.44,medio
2500058,-76.558571,3.381234,186,1.0,72.39,alto
2500059,-76.558571,3.382579,306,1.0,76.89,alto
2500060,-76.558571,3.383924,361,1.0,78.65,alto
2500061,-76.558571,3.385269,470,1.0,82.01,alto
2500062,-76.558571,3.386614,366,0.94,76.6,alto
2500063,-76.558571,3.38796,641,0.8,78.0,alto
2500064,-76.558571,3.389305,789,1.0,88.68,alto
2500065,-76.558571,3.39065,571,1.0,83.97,alto
2500066,-76.558571,3.391995,718,1.0,86.89,alto
2500068,-76.558571,3.394685,907,0.95,87.53,alto
2500080,-76.558571,3.410826,101,0.4,41.31,bajo
2500084,-76.558571,3.416207,499,0.93,74.55,alto
2500085,-76.558571,3.417552,647,1.0,79.77,alto
2500086,-76.558571,3.418897,904,1.0,83.5,alto
2500087,-76.558571,3.420242,343,1.0,70.14,alto
2500088,-76.558571,3.421587,438,1.0,73.17,alto
2500089,-76.558571,3.422932,503,1.0,75.13,alto
2500090,-76.558571,3.424277,63,1.0,57.77,medio
2500110,-76.558571,3.451178,4,0.8,46.56,bajo
2500111,-76.558571,3.452523,472,0.8,66.17,medio
2500112,-76.558571,3.453868,549,0.83,74.45,alto
2500113,-76.558571,3.455213,241,1.0,67.25,medio
2500115,-76.558571,3.457903,81,1.0,61.49,medio
2600043,-76.557224,3.361057,35,0.0,40.76,bajo
2600052,-76.557224,3.373163,270,1.0,77.0,alto
2600053,-76.557224,3.374508,755,1.0,90.71,alto
2600054,-76.557224,3.375853,708,1.0,89.61,alto
2600055,-76.557224,3.377199,576,1.0,86.62,alto
2600056,-76.557224,3.378544,727,1.0,89.51,alto
2600057,-76.557224,3.379889,479,1.0,83.28,alto
2600058,-76.557224,3.381234,793,0.95,88.48,alto
2600060,-76.557224,3.383924,337,1.0,77.53,alto
2600061,-76.557224,3.385269,504,1.0,82.91,alto
2600062,-76.557224,3.386614,839,0.9,87.53,alto
2600063,-76.557224,3.38796,681,0.8,78.52,alto
2600064,-76.557224,3.389305,743,0.88,85.33,alto
2600065,-76.557224,3.39065,388,0.8,69.9,alto
2600066,-76.557224,3.391995,344,0.8,68.01,medio
2600067,-76.557224,3.39334,396,0.8,69.69,alto
2600068,-76.557224,3.394685,748,0.62,76.98,alto
2600069,-76.557224,3.39603,476,0.6,62.13,medio
2600078,-76.557224,3.408136,449,0.2,51.56,medio
2600080,-76.557224,3.410826,496,0.2,52.18,medio
2600081,-76.557224,3.412171,174,0.2,39.86,bajo
2600082,-76.557224,3.413516,555,0.66,68.61,alto
2600083,-76.557224,3.414862,470,0.6,57.2,medio
2600084,-76.557224,3.416207,507,0.74,66.91,medio
2600085,-76.557224,3.417552,518,0.84,72.68,alto
2600086,-76.557224,3.418897,465,0.92,71.42,alto
2600087,-76.557224,3.420242,228,1.0,64.53,medio
2600088,-76.557224,3.421587,451,1.0,72.4,alto
2600089,-76.557224,3.422932,465,1.0,72.68,alto
2600090,-76.557224,3.424277,582,1.0,76.01,alto
2600091,-76.557224,3.425622,380,1.0,69.73,alto
2600092,-76.557224,3.426967,275,1.0,65.92,medio
2600093,-76.557224,3.428312,147,1.0,60.63,medio
2600097,-76.557224,3.433692,116,1.0,59.72,medio
2600098,-76.557224,3.435037,72,1.0,57.12,medio
2600099,-76.557224,3.436383,100,1.0,58.07,medio
2600106,-76.557224,3.445798,103,0.8,48.39,medio
2600107,-76.557224,3.447143,182,0.0,33.86,bajo
2600109,-76.557224,3.449833,17,0.0,26.69,bajo
2600110,-76.557224,3.451178,57,0.8,47.75,bajo
2600112,-76.557224,3.453868,442,0.86,70.33,alto
2600113,-76.557224,3.455213,212,0.8,56.92,medio
2600115,-76.557224,3.457903,223,0.84,64.36,medio
2600116,-76.557224,3.459248,117,0.6,45.44,bajo
2700041,-76.555876,3.358366,38,0.0,41.05,bajo
2700051,-76.555876,3.371818,635,0.8,80.49,alto
2700052,-76.555876,3.373163,617,0.92,86.01,alto
2700053,-76.555876,3.374508,867,0.99,90.76,alto
2700054,-76.555876,3.375853,520,0.96,83.47,alto
2700055,-76.555876,3.377199,436,0.88,79.86,alto
2700056,-76.555876,3.378544,705,0.85,86.23,alto
2700057,-76.555876,3.379889,465,0.8,74.44,alto
2700060,-76.555876,3.383924,491,0.8,74.43,alto
2700061,-76.555876,3.385269,333,0.89,74.63,alto
2700062,-76.555876,3.386614,463,0.8,72.95,alto
2700063,-76.555876,3.38796,785,0.8,80.2,alto
2700064,-76.555876,3.389305,689,0.8,78.09,alto
2700065,-76.555876,3.39065,870,0.8,80.76,alto
2700066,-76.555876,3.391995,447,0.69,70.24,alto
2700067,-76.555876,3.39334,405,0.71,68.79,alto
2700068,-76.555876,3.394685,782,0.5,68.82,alto
2700069,-76.555876,3.39603,212,0.4,48.42,medio
2700070,-76.555876,3.397375,37,0.4,40.0,bajo
2700072,-76.555876,3.400066,364,0.4,53.22,medio
2700074,-76.555876,3.402756,439,0.4,55.17,medio
2700075,-76.555876,3.404101,443,0.4,55.11,medio
2700076,-76.555876,3.405446,137,0.2,39.38,bajo
2700077,-76.555876,3.406791,207,0.2,42.36,bajo
2700079,-76.555876,3.409481,340,0.2,46.54,bajo
2700082,-76.555876,3.413516,178,0.6,45.69,bajo
2700083,-76.555876,3.414862,1288,0.6,66.66,medio
2700084,-76.555876,3.416207,529,0.63,65.39,medio
2700085,-76.555876,3.417552,588,0.8,67.87,medio
2700086,-76.555876,3.418897,806,0.86,77.41,alto
2700087,-76.555876,3.420242,455,0.86,68.81,alto
2700088,-76.555876,3.421587,240,1.0,63.38,medio
2700089,-76.555876,3.422932,425,1.0,69.87,alto
2700090,-76.555876,3.424277,347,1.0,67.19,medio
2700091,-76.555876,3.425622,632,1.0,75.67,alto
2700092,-76.555876,3.426967,562,1.0,74.17,alto
2700093,-76.555876,3.428312,124,1.0,58.3,medio
2700096,-76.555876,3.432347,61,1.0,56.29,medio
2700097,-76.555876,3.433692,38,1.0,55.02,medio
2700098,-76.555876,3.435037,126,1.0,58.56,medio
2700102,-76.555876,3.440418,242,1.0,61.8,medio
2700105,-76.555876,3.444453,50,0.8,44.17,bajo
2700106,-76.555876,3.445798,105,0.8,46.88,bajo
2700107,-76.555876,3.447143,804,0.62,67.39,medio
2700108,-76.555876,3.448488,326,0.0,38.11,bajo
2700109,-76.555876,3.449833,34,0.0,26.03,bajo
2700111,-76.555876,3.452523,335,0.8,58.95,medio
2700112,-76.555876,3.453868,579,0.8,67.64,medio
2700113,-76.555876,3.455213,496,0.8,66.13,medio
2700115,-76.555876,3.457903,81,0.8,51.59,medio
2700118,-76.555876,3.461938,14,1.0,58.98,medio
2800050,-76.554529,3.370473,4656,0.8,87.2,alto
2800052,-76.554529,3.373163,209,0.94,72.48,alto
2800053,-76.554529,3.374508,910,1.0,92.65,alto
2800054,-76.554529,3.375853,688,0.9,86.68,alto
2800055,-76.554529,3.377199,438,0.8,73.97,alto
2800056,-76.554529,3.378544,799,0.86,87.86,alto
2800061,-76.554529,3.385269,176,0.8,62.32,medio
2800062,-76.554529,3.386614,1025,0.88,88.45,alto
2800063,-76.554529,3.38796,781,0.8,79.86,alto
2800064,-76.554529,3.389305,1483,0.8,83.14,alto
2800065,-76.554529,3.39065,956,0.8,81.29,alto
2800066,-76.554529,3.391995,857,0.8,79.93,alto
2800067,-76.554529,3.39334,169,0.6,50.24,medio
2800068,-76.554529,3.394685,218,0.6,52.1,medio
2800069,-76.554529,3.39603,98,0.4,42.62,bajo
2800070,-76.554529,3.397375,217,0.4,47.67,bajo
2800071,-76.554529,3.39872,405,0.4,54.31,medio
2800072,-76.554529,3.400066,111,0.4,42.17,bajo
2800073,-76.554529,3.401411,280,0.2,45.46,bajo
2800076,-76.554529,3.405446,133,0.2,38.35,bajo
2800077,-76.554529,3.406791,432,0.2,49.78,medio
2800080,-76.554529,3.410826,616,0.2,53.52,medio
2800081,-76.554529,3.412171,1068,0.36,62.29,medio
2800082,-76.554529,3.413516,1145,0.4,62.16,medio
2800083,-76.554529,3.414862,150,0.4,38.88,bajo
2800085,-76.554529,3.417552,105,0.8,49.03,medio
2800086,-76.554529,3.418897,467,0.9,68.5,alto
2800087,-76.554529,3.420242,942,1.0,79.65,alto
2800088,-76.554529,3.421587,603,1.0,73.82,alto
2800089,-76.554529,3.422932,509,1.0,71.23,alto
2800090,-76.554529,3.424277,437,1.0,68.76,alto
2800091,-76.554529,3.425622,395,1.0,67.47,medio
2800092,-76.554529,3.426967,605,1.0,73.76,alto
2800093,-76.554529,3.428312,108,1.0,56.21,medio
2800105,-76.554529,3.444453,527,0.76,60.41,medio
2800106,-76.554529,3.445798,465,0.8,59.06,medio
2800107,-76.554529,3.447143,691,0.35,51.38,medio
2800108,-76.554529,3.448488,114,0.0,27.44,bajo
2800109,-76.554529,3.449833,171,0.0,30.62,bajo
2800110,-76.554529,3.451178,345,0.0,38.46,bajo
2800112,-76.554529,3.453868,301,0.87,62.96,medio
2800113,-76.554529,3.455213,858,0.8,72.5,alto
2800115,-76.554529,3.457903,2555,0.4,63.87,medio
2900051,-76.553182,3.371818,131,0.8,62.88,medio
2900052,-76.553182,3.373163,1276,0.88,91.97,alto
2900053,-76.553182,3.374508,407,1.0,81.6,alto
2900054,-76.553182,3.375853,543,0.92,83.41,alto
2900055,-76.553182,3.377199,926,0.76,83.38,alto
2900056,-76.553182,3.378544,37,1.0,65.29,medio
2900060,-76.553182,3.383924,102,0.8,58.98,medio
2900061,-76.553182,3.385269,869,0.8,81.43,alto
2900062,-76.553182,3.386614,611,0.8,76.54,alto
2900063,-76.553182,3.38796,1489,0.67,81.89,alto
2900064,-76.553182,3.389305,145,0.6,49.72,medio
2900065,-76.553182,3.39065,548,0.6,64.29,medio
2900066,-76.553182,3.391995,536,0.6,63.48,medio
2900067,-76.553182,3.39334,169,0.6,49.65,medio
2900068,-76.553182,3.394685,315,0.59,55.03,medio
2900069,-76.553182,3.39603,510,0.4,57.79,medio
2900070,-76.553182,3.397375,533,0.43,61.2,medio
2900072,-76.553182,3.400066,166,0.2,40.21,bajo
2900073,-76.553182,3.401411,240,0.2,43.1,bajo
2900076,-76.553182,3.405446,173,0.2,39.34,bajo
2900078,-76.553182,3.408136,657,0.2,54.89,medio
2900086,-76.553182,3.418897,679,0.4,53.28,medio
2900087,-76.553182,3.420242,559,0.4,50.23,medio
2900088,-76.553182,3.421587,517,0.82,67.03,medio
2900089,-76.553182,3.422932,303,1.0,62.66,medio
2900090,-76.553182,3.424277,279,0.95,59.57,medio
2900091,-76.553182,3.425622,705,0.8,66.01,medio
2900092,-76.553182,3.426967,758,1.0,75.36,alto
2900093,-76.553182,3.428312,398,0.99,64.85,medio
2900094,-76.553182,3.429657,649,0.2,48.92,medio
2900096,-76.553182,3.432347,290,0.0,36.96,bajo
2900099,-76.553182,3.436383,149,0.0,29.94,bajo
2900103,-76.553182,3.441763,238,0.2,32.91,bajo
2900104,-76.553182,3.443108,482,0.2,41.2,bajo
2900105,-76.553182,3.444453,125,0.5,34.05,bajo
2900106,-76.553182,3.445798,163,0.6,35.97,bajo
2900107,-76.553182,3.447143,927,0.07,49.38,medio
2900109,-76.553182,3.449833,106,0.0,25.79,bajo
2900110,-76.553182,3.451178,146,0.0,28.54,bajo
2900112,-76.553182,3.453868,553,1.0,72.51,alto
2900113,-76.553182,3.455213,410,0.8,61.11,medio
2900117,-76.553182,3.460593,51,1.0,58.66,medio
3000034,-76.551834,3.34895,64,0.0,42.49,bajo
3000051,-76.551834,3.371818,485,0.65,74.81,alto
3000052,-76.551834,3.373163,777,0.7,81.71,alto
3000053,-76.551834,3.374508,1249,0.81,90.84,alto
3000054,-76.551834,3.375853,742,0.82,86.58,alto
3000055,-76.551834,3.377199,239,0.8,66.34,medio
3000058,-76.551834,3.381234,523,0.6,65.69,medio
3000062,-76.551834,3.386614,206,0.8,62.71,medio
3000063,-76.551834,3.38796,40,0.8,54.69,medio
3000064,-76.551834,3.389305,633,0.69,74.85,alto
3000065,-76.551834,3.39065,364,0.6,57.82,medio
3000066,-76.551834,3.391995,25,0.6,42.77,bajo
3000067,-76.551834,3.39334,123,0.6,46.93,bajo
3000068,-76.551834,3.394685,575,0.6,62.91,medio
3000069,-76.551834,3.39603,66,0.4,39.63,bajo
3000070,-76.551834,3.397375,348,0.4,51.24,medio
3000071,-76.551834,3.39872,937,0.4,63.99,medio
3000072,-76.551834,3.400066,172,0.2,39.64,bajo
3000073,-76.551834,3.401411,65,0.2,34.27,bajo
3000074,-76.551834,3.402756,212,0.2,40.64,bajo
3000075,-76.551834,3.404101,117,0.2,36.06,bajo
3000084,-76.551834,3.416207,115,0.6,37.71,bajo
3000086,-76.551834,3.418897,504,0.4,47.5,bajo
3000087,-76.551834,3.420242,369,0.4,42.57,bajo
3000088,-76.551834,3.421587,243,0.4,37.46,bajo
3000089,-76.551834,3.422932,336,0.35,40.38,bajo
3000090,-76.551834,3.424277,300,0.35,38.94,bajo
3000091,-76.551834,3.425622,331,0.4,40.52,bajo
3000092,-76.551834,3.426967,444,0.86,63.4,medio
3000093,-76.551834,3.428312,246,0.8,51.2,medio
3000096,-76.551834,3.432347,629,0.0,46.41,bajo
3000098,-76.551834,3.435037,38,0.0,24.43,bajo
3000102,-76.551834,3.440418,330,0.2,35.55,bajo
3000103,-76.551834,3.441763,82,1.0,49.31,medio
3000106,-76.551834,3.445798,86,0.6,30.56,bajo
3000107,-76.551834,3.447143,94,0.8,40.79,bajo
3000108,-76.551834,3.448488,205,0.0,27.75,bajo
3000109,-76.551834,3.449833,84,0.0,23.01,bajo
3000110,-76.551834,3.451178,132,0.0,26.2,bajo
3000111,-76.551834,3.452523,270,0.0,33.43,bajo
3000112,-76.551834,3.453868,632,0.67,63.51,medio
3000116,-76.551834,3.459248,376,1.0,70.53,alto
3000117,-76.551834,3.460593,336,1.0,70.1,alto
3100049,-76.550487,3.369128,57,0.6,50.03,medio
3100051,-76.550487,3.371818,224,0.8,66.86,medio
3100052,-76.550487,3.373163,777,0.8,82.57,alto
3100053,-76.550487,3.374508,273,0.91,73.92,alto
3100054,-76.550487,3.375853,94,0.8,60.08,medio
3100055,-76.550487,3.377199,420,0.8,72.75,alto
3100062,-76.550487,3.386614,220,0.67,61.69,medio
3100063,-76.550487,3.38796,792,0.6,69.34,alto
3100064,-76.550487,3.389305,452,0.6,60.81,medio
3100065,-76.550487,3.39065,710,0.6,66.71,medio
3100066,-76.550487,3.391995,542,0.6,62.39,medio
3100067,-76.550487,3.39334,349,0.6,55.59,medio
3100068,-76.550487,3.394685,354,0.6,55.28,medio
3100069,-76.550487,3.39603,420,0.48,56.49,medio
3100070,-76.550487,3.397375,373,0.4,51.1,medio
3100071,-76.550487,3.39872,274,0.4,46.87,bajo
3100072,-76.550487,3.400066,493,0.4,54.04,medio
3100073,-76.550487,3.401411,140,0.4,40.13,bajo
3100074,-76.550487,3.402756,618,0.31,55.81,medio
3100075,-76.550487,3.404101,128,0.2,35.23,bajo
3100076,-76.550487,3.405446,477,0.2,48.41,medio
3100077,-76.550487,3.406791,268,0.2,40.76,bajo
3100078,-76.550487,3.408136,132,0.2,34.78,bajo
3100086,-76.550487,3.418897,277,0.28,37.31,bajo
