cell_id,lon,lat,hora,riesgo_dyn
500117,-76.585521,3.460593,9,54.15
500117,-76.585521,3.460593,10,54.81
500117,-76.585521,3.460593,11,55.48
500117,-76.585521,3.460593,12,56.47
500117,-76.585521,3.460593,13,57.14
500117,-76.585521,3.460593,14,57.8
500117,-76.585521,3.460593,15,58.47
500117,-76.585521,3.460593,16,59.8
500117,-76.585521,3.460593,17,62.45
500117,-76.585521,3.460593,18,64.78
500117,-76.585521,3.460593,19,66.44
500117,-76.585521,3.460593,20,66.44
500117,-76.585521,3.460593,21,65.78
500117,-76.585521,3.460593,22,63.12
500117,-76.585521,3.460593,23,58.13
500118,-76.585521,3.461938,0,60.08
500118,-76.585521,3.461938,1,58.14
500118,-76.585521,3.461938,2,56.2
500118,-76.585521,3.461938,3,55.04
500118,-76.585521,3.461938,4,56.2
500118,-76.585521,3.461938,5,58.14
500118,-76.585521,3.461938,6,60.08
500118,-76.585521,3.461938,7,62.02
500118,-76.585521,3.461938,8,62.79
500118,-76.585521,3.461938,9,63.18
500118,-76.585521,3.461938,10,63.95
500118,-76.585521,3.461938,11,64.73
500118,-76.585521,3.461938,12,65.89
500118,-76.585521,3.461938,13,66.67
500118,-76.585521,3.461938,14,67.44
500118,-76.585521,3.461938,15,68.22
500118,-76.585521,3.461938,16,69.77
500118,-76.585521,3.461938,17,72.87
500118,-76.585521,3.461938,18,75.58
500118,-76.585521,3.461938,19,77.52
500118,-76.585521,3.461938,20,77.52
500118,-76.585521,3.461938,21,76.74
500118,-76.585521,3.461938,22,73.64
500118,-76.585521,3.461938,23,67.83
600115,-76.584173,3.457903,0,59.09
600115,-76.584173,3.457903,1,57.18
600115,-76.584173,3.457903,2,55.27
600115,-76.584173,3.457903,3,54.13
600115,-76.584173,3.457903,4,55.27
600115,-76.584173,3.457903,5,57.18
600115,-76.584173,3.457903,6,59.09
600115,-76.584173,3.457903,7,60.99
600115,-76.584173,3.457903,8,61.75
600115,-76.584173,3.457903,9,62.14
600115,-76.584173,3.457903,10,62.9
600115,-76.584173,3.457903,11,63.66
600115,-76.584173,3.457903,12,64.8
600115,-76.584173,3.457903,13,65.57
600115,-76.584173,3.457903,14,66.33
600115,-76.584173,3.457903,15,67.09
600115,-76.584173,3.457903,16,68.62
600115,-76.584173,3.457903,17,71.67
600115,-76.584173,3.457903,18,74.33
600115,-76.584173,3.457903,19,76.24
600115,-76.584173,3.457903,20,76.24
600115,-76.584173,3.457903,21,75.48
600115,-76.584173,3.457903,22,72.43
600115,-76.584173,3.457903,23,66.71
600116,-76.584173,3.459248,0,62.98
600116,-76.584173,3.459248,1,60.95
600116,-76.584173,3.459248,2,58.91
600116,-76.584173,3.459248,3,57.69
600116,-76.584173,3.459248,4,58.91
600116,-76.584173,3.459248,5,60.95
600116,-76.584173,3.459248,6,62.98
600116,-76.584173,3.459248,7,65.01
600116,-76.584173,3.459248,8,65.82
600116,-76.584173,3.459248,9,66.23
600116,-76.584173,3.459248,10,67.04
600116,-76.584173,3.459248,11,67.85
600116,-76.584173,3.459248,12,69.07
600116,-76.584173,3.459248,13,69.88
600116,-76.584173,3.459248,14,70.7
600116,-76.584173,3.459248,15,71.51
600116,-76.584173,3.459248,16,73.13
600116,-76.584173,3.459248,17,76.38
600116,-76.584173,3.459248,18,79.23
600116,-76.584173,3.459248,19,81.26
600116,-76.584173,3.459248,20,81.26
600116,-76.584173,3.459248,21,80.45
600116,-76.584173,3.459248,22,77.2
600116,-76.584173,3.459248,23,71.1
700114,-76.582826,3.456558,0,59.99
700114,-76.582826,3.456558,1,58.05
700114,-76.582826,3.456558,2,56.12
700114,-76.582826,3.456558,3,54.95
700114,-76.582826,3.456558,4,56.12
700114,-76.582826,3.456558,5,58.05
700114,-76.582826,3.456558,6,59.99
700114,-76.582826,3.456558,7,61.92
700114,-76.582826,3.456558,8,62.69
700114,-76.582826,3.456558,9,63.08
700114,-76.582826,3.456558,10,63.86
700114,-76.582826,3.456558,11,64.63
700114,-76.582826,3.456558,12,65.79
700114,-76.582826,3.456558,13,66.56
700114,-76.582826,3.456558,14,67.34
700114,-76.582826,3.456558,15,68.11
700114,-76.582826,3.456558,16,69.66
700114,-76.582826,3.456558,17,72.76
700114,-76.582826,3.456558,18,75.47
700114,-76.582826,3.456558,19,77.4
